filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
17.jpg,28210,"{}",6,4,"{""name"":""rect"",""x"":112,""y"":191,""width"":85,""height"":14}","{}"
17.jpg,28210,"{}",6,5,"{""name"":""rect"",""x"":204,""y"":191,""width"":68,""height"":13}","{}"
18.jpg,394054,"{}",6,0,"{""name"":""rect"",""x"":236,""y"":20,""width"":252,""height"":58}","{}"
18.jpg,394054,"{}",6,1,"{""name"":""rect"",""x"":288,""y"":118,""width"":70,""height"":40}","{}"
18.jpg,394054,"{}",6,2,"{""name"":""rect"",""x"":355,""y"":118,""width"":115,""height"":46}","{}"
18.jpg,394054,"{}",6,3,"{""name"":""rect"",""x"":275,""y"":364,""width"":30,""height"":34}","{}"
18.jpg,394054,"{}",6,4,"{""name"":""rect"",""x"":281,""y"":443,""width"":216,""height"":40}","{}"
18.jpg,394054,"{}",6,5,"{""name"":""rect"",""x"":531,""y"":447,""width"":143,""height"":44}","{}"
19.jpg,101726,"{}",6,0,"{""name"":""rect"",""x"":255,""y"":30,""width"":281,""height"":65}","{}"
19.jpg,101726,"{}",6,1,"{""name"":""rect"",""x"":307,""y"":145,""width"":106,""height"":50}","{}"
19.jpg,101726,"{}",6,2,"{""name"":""rect"",""x"":424,""y"":145,""width"":119,""height"":47}","{}"
19.jpg,101726,"{}",6,3,"{""name"":""rect"",""x"":293,""y"":400,""width"":48,""height"":41}","{}"
19.jpg,101726,"{}",6,4,"{""name"":""rect"",""x"":306,""y"":484,""width"":216,""height"":31}","{}"
19.jpg,101726,"{}",6,5,"{""name"":""rect"",""x"":550,""y"":482,""width"":143,""height"":29}","{}"
20.jpg,7312,"{}",6,0,"{""name"":""rect"",""x"":68,""y"":1,""width"":80,""height"":19}","{}"
20.jpg,7312,"{}",6,1,"{""name"":""rect"",""x"":78,""y"":33,""width"":35,""height"":17}","{}"
20.jpg,7312,"{}",6,2,"{""name"":""rect"",""x"":113,""y"":33,""width"":18,""height"":17}","{}"
20.jpg,7312,"{}",6,3,"{""name"":""rect"",""x"":80,""y"":107,""width"":16,""height"":14}","{}"
20.jpg,7312,"{}",6,4,"{""name"":""rect"",""x"":77,""y"":134,""width"":62,""height"":11}","{}"
20.jpg,7312,"{}",6,5,"{""name"":""rect"",""x"":149,""y"":134,""width"":43,""height"":12}","{}"
21.jpg,41814,"{}",6,0,"{""name"":""rect"",""x"":155,""y"":28,""width"":182,""height"":39}","{}"
21.jpg,41814,"{}",6,1,"{""name"":""rect"",""x"":187,""y"":102,""width"":52,""height"":33}","{}"
21.jpg,41814,"{}",6,2,"{""name"":""rect"",""x"":239,""y"":103,""width"":114,""height"":39}","{}"
21.jpg,41814,"{}",6,3,"{""name"":""rect"",""x"":179,""y"":289,""width"":32,""height"":39}","{}"
21.jpg,41814,"{}",6,4,"{""name"":""rect"",""x"":176,""y"":353,""width"":163,""height"":27}","{}"
21.jpg,41814,"{}",6,5,"{""name"":""rect"",""x"":361,""y"":354,""width"":104,""height"":27}","{}"
22.png,133032,"{}",6,0,"{""name"":""rect"",""x"":90,""y"":17,""width"":114,""height"":21}","{}"
22.png,133032,"{}",6,1,"{""name"":""rect"",""x"":112,""y"":58,""width"":32,""height"":24}","{}"
22.png,133032,"{}",6,2,"{""name"":""rect"",""x"":142,""y"":58,""width"":41,""height"":25}","{}"
22.png,133032,"{}",6,3,"{""name"":""rect"",""x"":113,""y"":157,""width"":24,""height"":21}","{}"
22.png,133032,"{}",6,4,"{""name"":""rect"",""x"":119,""y"":192,""width"":86,""height"":13}","{}"
22.png,133032,"{}",6,5,"{""name"":""rect"",""x"":210,""y"":189,""width"":58,""height"":16}","{}"
23.jpg,79743,"{}",6,0,"{""name"":""rect"",""x"":172,""y"":72,""width"":183,""height"":42}","{}"
23.jpg,79743,"{}",6,1,"{""name"":""rect"",""x"":196,""y"":156,""width"":77,""height"":29}","{}"
23.jpg,79743,"{}",6,2,"{""name"":""rect"",""x"":271,""y"":155,""width"":106,""height"":32}","{}"
23.jpg,79743,"{}",6,3,"{""name"":""rect"",""x"":194,""y"":328,""width"":27,""height"":25}","{}"
23.jpg,79743,"{}",6,4,"{""name"":""rect"",""x"":196,""y"":379,""width"":132,""height"":28}","{}"
23.jpg,79743,"{}",6,5,"{""name"":""rect"",""x"":370,""y"":384,""width"":90,""height"":26}","{}"
24.jpg,392654,"{}",6,0,"{""name"":""rect"",""x"":390,""y"":207,""width"":474,""height"":82}","{}"
24.jpg,392654,"{}",6,1,"{""name"":""rect"",""x"":498,""y"":399,""width"":160,""height"":75}","{}"
24.jpg,392654,"{}",6,2,"{""name"":""rect"",""x"":662,""y"":394,""width"":204,""height"":80}","{}"
24.jpg,392654,"{}",6,3,"{""name"":""rect"",""x"":498,""y"":854,""width"":92,""height"":75}","{}"
24.jpg,392654,"{}",6,4,"{""name"":""rect"",""x"":495,""y"":1000,""width"":401,""height"":66}","{}"
24.jpg,392654,"{}",6,5,"{""name"":""rect"",""x"":922,""y"":1002,""width"":279,""height"":66}","{}"
25.jpg,42327,"{}",6,0,"{""name"":""rect"",""x"":99,""y"":10,""width"":132,""height"":26}","{}"
25.jpg,42327,"{}",6,1,"{""name"":""rect"",""x"":110,""y"":68,""width"":63,""height"":21}","{}"
25.jpg,42327,"{}",6,2,"{""name"":""rect"",""x"":176,""y"":62,""width"":67,""height"":28}","{}"
25.jpg,42327,"{}",6,3,"{""name"":""rect"",""x"":118,""y"":194,""width"":23,""height"":22}","{}"
25.jpg,42327,"{}",6,4,"{""name"":""rect"",""x"":108,""y"":236,""width"":109,""height"":17}","{}"
25.jpg,42327,"{}",6,5,"{""name"":""rect"",""x"":243,""y"":236,""width"":64,""height"":18}","{}"
26.jpg,108313,"{}",6,0,"{""name"":""rect"",""x"":91,""y"":460,""width"":136,""height"":39}","{}"
26.jpg,108313,"{}",6,1,"{""name"":""rect"",""x"":254,""y"":507,""width"":97,""height"":26}","{}"
26.jpg,108313,"{}",6,2,"{""name"":""rect"",""x"":252,""y"":479,""width"":66,""height"":28}","{}"
26.jpg,108313,"{}",6,3,"{""name"":""rect"",""x"":252,""y"":581,""width"":34,""height"":19}","{}"
26.jpg,108313,"{}",6,4,"{""name"":""rect"",""x"":461,""y"":555,""width"":141,""height"":28}","{}"
26.jpg,108313,"{}",6,5,"{""name"":""rect"",""x"":252,""y"":552,""width"":100,""height"":24}","{}"
27.jpg,93142,"{}",6,0,"{""name"":""rect"",""x"":0,""y"":358,""width"":100,""height"":19}","{}"
27.jpg,93142,"{}",6,1,"{""name"":""rect"",""x"":125,""y"":384,""width"":41,""height"":14}","{}"
27.jpg,93142,"{}",6,2,"{""name"":""rect"",""x"":127,""y"":362,""width"":50,""height"":16}","{}"
27.jpg,93142,"{}",6,3,"{""name"":""rect"",""x"":128,""y"":433,""width"":18,""height"":16}","{}"
27.jpg,93142,"{}",6,4,"{""name"":""rect"",""x"":277,""y"":411,""width"":94,""height"":14}","{}"
27.jpg,93142,"{}",6,5,"{""name"":""rect"",""x"":124,""y"":415,""width"":89,""height"":15}","{}"
28.jpg,104639,"{}",6,0,"{""name"":""rect"",""x"":91,""y"":554,""width"":162,""height"":36}","{}"
28.jpg,104639,"{}",6,1,"{""name"":""rect"",""x"":285,""y"":599,""width"":64,""height"":21}","{}"
28.jpg,104639,"{}",6,2,"{""name"":""rect"",""x"":281,""y"":570,""width"":79,""height"":24}","{}"
28.jpg,104639,"{}",6,3,"{""name"":""rect"",""x"":280,""y"":673,""width"":38,""height"":26}","{}"
28.jpg,104639,"{}",6,4,"{""name"":""rect"",""x"":511,""y"":651,""width"":148,""height"":24}","{}"
28.jpg,104639,"{}",6,5,"{""name"":""rect"",""x"":274,""y"":649,""width"":116,""height"":21}","{}"
29.jpg,9385,"{}",6,0,"{""name"":""rect"",""x"":13,""y"":41,""width"":73,""height"":10}","{}"
29.jpg,9385,"{}",6,1,"{""name"":""rect"",""x"":91,""y"":52,""width"":35,""height"":8}","{}"
29.jpg,9385,"{}",6,2,"{""name"":""rect"",""x"":92,""y"":41,""width"":30,""height"":10}","{}"
29.jpg,9385,"{}",6,3,"{""name"":""rect"",""x"":92,""y"":78,""width"":15,""height"":8}","{}"
29.jpg,9385,"{}",6,4,"{""name"":""rect"",""x"":163,""y"":66,""width"":54,""height"":8}","{}"
29.jpg,9385,"{}",6,5,"{""name"":""rect"",""x"":90,""y"":69,""width"":48,""height"":8}","{}"
30.jpg,121987,"{}",6,0,"{""name"":""rect"",""x"":23,""y"":533,""width"":157,""height"":44}","{}"
30.jpg,121987,"{}",6,1,"{""name"":""rect"",""x"":209,""y"":574,""width"":73,""height"":24}","{}"
30.jpg,121987,"{}",6,2,"{""name"":""rect"",""x"":206,""y"":549,""width"":96,""height"":18}","{}"
30.jpg,121987,"{}",6,3,"{""name"":""rect"",""x"":206,""y"":646,""width"":29,""height"":29}","{}"
30.jpg,121987,"{}",6,4,"{""name"":""rect"",""x"":420,""y"":629,""width"":156,""height"":21}","{}"
30.jpg,121987,"{}",6,5,"{""name"":""rect"",""x"":198,""y"":617,""width"":120,""height"":26}","{}"
31.jpg,110893,"{}",6,0,"{""name"":""rect"",""x"":41,""y"":507,""width"":143,""height"":37}","{}"
31.jpg,110893,"{}",6,1,"{""name"":""rect"",""x"":202,""y"":546,""width"":84,""height"":16}","{}"
31.jpg,110893,"{}",6,2,"{""name"":""rect"",""x"":198,""y"":519,""width"":89,""height"":23}","{}"
31.jpg,110893,"{}",6,3,"{""name"":""rect"",""x"":212,""y"":608,""width"":24,""height"":24}","{}"
31.jpg,110893,"{}",6,4,"{""name"":""rect"",""x"":403,""y"":583,""width"":143,""height"":23}","{}"
31.jpg,110893,"{}",6,5,"{""name"":""rect"",""x"":201,""y"":585,""width"":136,""height"":23}","{}"
32.jpg,119318,"{}",6,0,"{""name"":""rect"",""x"":90,""y"":150,""width"":301,""height"":56}","{}"
32.jpg,119318,"{}",6,1,"{""name"":""rect"",""x"":424,""y"":223,""width"":158,""height"":38}","{}"
32.jpg,119318,"{}",6,2,"{""name"":""rect"",""x"":421,""y"":181,""width"":155,""height"":38}","{}"
32.jpg,119318,"{}",6,3,"{""name"":""rect"",""x"":415,""y"":351,""width"":56,""height"":41}","{}"
32.jpg,119318,"{}",6,4,"{""name"":""rect"",""x"":793,""y"":312,""width"":257,""height"":30}","{}"
32.jpg,119318,"{}",6,5,"{""name"":""rect"",""x"":419,""y"":307,""width"":202,""height"":41}","{}"
33.jpg,131600,"{}",6,0,"{""name"":""rect"",""x"":42,""y"":16,""width"":298,""height"":66}","{}"
33.jpg,131600,"{}",6,1,"{""name"":""rect"",""x"":427,""y"":102,""width"":133,""height"":49}","{}"
33.jpg,131600,"{}",6,2,"{""name"":""rect"",""x"":420,""y"":62,""width"":203,""height"":39}","{}"
33.jpg,131600,"{}",6,3,"{""name"":""rect"",""x"":421,""y"":243,""width"":76,""height"":47}","{}"
33.jpg,131600,"{}",6,4,"{""name"":""rect"",""x"":862,""y"":218,""width"":296,""height"":49}","{}"
33.jpg,131600,"{}",6,5,"{""name"":""rect"",""x"":421,""y"":200,""width"":209,""height"":44}","{}"
34.jpg,259995,"{}",6,0,"{""name"":""rect"",""x"":37,""y"":662,""width"":211,""height"":47}","{}"
34.jpg,259995,"{}",6,1,"{""name"":""rect"",""x"":308,""y"":716,""width"":136,""height"":39}","{}"
34.jpg,259995,"{}",6,2,"{""name"":""rect"",""x"":308,""y"":686,""width"":80,""height"":30}","{}"
34.jpg,259995,"{}",6,3,"{""name"":""rect"",""x"":283,""y"":824,""width"":78,""height"":28}","{}"
34.jpg,259995,"{}",6,4,"{""name"":""rect"",""x"":578,""y"":783,""width"":216,""height"":39}","{}"
34.jpg,259995,"{}",6,5,"{""name"":""rect"",""x"":289,""y"":783,""width"":173,""height"":30}","{}"
35.jpg,184371,"{}",6,0,"{""name"":""rect"",""x"":95,""y"":684,""width"":175,""height"":45}","{}"
35.jpg,184371,"{}",6,1,"{""name"":""rect"",""x"":308,""y"":738,""width"":140,""height"":28}","{}"
35.jpg,184371,"{}",6,2,"{""name"":""rect"",""x"":304,""y"":708,""width"":99,""height"":22}","{}"
35.jpg,184371,"{}",6,3,"{""name"":""rect"",""x"":302,""y"":822,""width"":37,""height"":22}","{}"
35.jpg,184371,"{}",6,4,"{""name"":""rect"",""x"":541,""y"":794,""width"":179,""height"":28}","{}"
35.jpg,184371,"{}",6,5,"{""name"":""rect"",""x"":285,""y"":785,""width"":164,""height"":37}","{}"
36.jpg,47896,"{}",6,0,"{""name"":""rect"",""x"":12,""y"":134,""width"":139,""height"":24}","{}"
36.jpg,47896,"{}",6,1,"{""name"":""rect"",""x"":194,""y"":174,""width"":128,""height"":20}","{}"
36.jpg,47896,"{}",6,2,"{""name"":""rect"",""x"":191,""y"":145,""width"":99,""height"":23}","{}"
36.jpg,47896,"{}",6,3,"{""name"":""rect"",""x"":190,""y"":242,""width"":35,""height"":20}","{}"
36.jpg,47896,"{}",6,4,"{""name"":""rect"",""x"":388,""y"":218,""width"":148,""height"":23}","{}"
36.jpg,47896,"{}",6,5,"{""name"":""rect"",""x"":188,""y"":220,""width"":107,""height"":20}","{}"
37.jpg,126420,"{}",6,0,"{""name"":""rect"",""x"":62,""y"":570,""width"":147,""height"":31}","{}"
37.jpg,126420,"{}",6,1,"{""name"":""rect"",""x"":249,""y"":617,""width"":183,""height"":24}","{}"
37.jpg,126420,"{}",6,2,"{""name"":""rect"",""x"":242,""y"":584,""width"":83,""height"":29}","{}"
37.jpg,126420,"{}",6,3,"{""name"":""rect"",""x"":247,""y"":686,""width"":38,""height"":35}","{}"
37.jpg,126420,"{}",6,4,"{""name"":""rect"",""x"":451,""y"":662,""width"":162,""height"":33}","{}"
37.jpg,126420,"{}",6,5,"{""name"":""rect"",""x"":238,""y"":667,""width"":142,""height"":24}","{}"
38.jpg,104972,"{}",6,0,"{""name"":""rect"",""x"":32,""y"":439,""width"":127,""height"":28}","{}"
38.jpg,104972,"{}",6,1,"{""name"":""rect"",""x"":184,""y"":474,""width"":36,""height"":17}","{}"
38.jpg,104972,"{}",6,2,"{""name"":""rect"",""x"":182,""y"":454,""width"":52,""height"":17}","{}"
38.jpg,104972,"{}",6,3,"{""name"":""rect"",""x"":179,""y"":533,""width"":25,""height"":20}","{}"
38.jpg,104972,"{}",6,4,"{""name"":""rect"",""x"":372,""y"":515,""width"":131,""height"":21}","{}"
38.jpg,104972,"{}",6,5,"{""name"":""rect"",""x"":174,""y"":516,""width"":98,""height"":16}","{}"
39.jpg,159215,"{}",6,0,"{""name"":""rect"",""x"":58,""y"":557,""width"":152,""height"":35}","{}"
39.jpg,159215,"{}",6,1,"{""name"":""rect"",""x"":256,""y"":603,""width"":144,""height"":23}","{}"
39.jpg,159215,"{}",6,2,"{""name"":""rect"",""x"":256,""y"":576,""width"":95,""height"":23}","{}"
39.jpg,159215,"{}",6,3,"{""name"":""rect"",""x"":254,""y"":678,""width"":37,""height"":26}","{}"
39.jpg,159215,"{}",6,4,"{""name"":""rect"",""x"":492,""y"":653,""width"":158,""height"":23}","{}"
39.jpg,159215,"{}",6,5,"{""name"":""rect"",""x"":251,""y"":652,""width"":128,""height"":28}","{}"
40.jpeg,261978,"{}",6,0,"{""name"":""rect"",""x"":68,""y"":790,""width"":230,""height"":45}","{}"
40.jpeg,261978,"{}",6,1,"{""name"":""rect"",""x"":342,""y"":855,""width"":80,""height"":26}","{}"
40.jpeg,261978,"{}",6,2,"{""name"":""rect"",""x"":342,""y"":820,""width"":96,""height"":35}","{}"
40.jpeg,261978,"{}",6,3,"{""name"":""rect"",""x"":342,""y"":956,""width"":73,""height"":40}","{}"
40.jpeg,261978,"{}",6,4,"{""name"":""rect"",""x"":642,""y"":930,""width"":211,""height"":37}","{}"
40.jpeg,261978,"{}",6,5,"{""name"":""rect"",""x"":344,""y"":921,""width"":157,""height"":40}","{}"
41.jpg,129186,"{}",6,0,"{""name"":""rect"",""x"":116,""y"":549,""width"":150,""height"":26}","{}"
41.jpg,129186,"{}",6,1,"{""name"":""rect"",""x"":281,""y"":582,""width"":67,""height"":24}","{}"
41.jpg,129186,"{}",6,2,"{""name"":""rect"",""x"":286,""y"":559,""width"":71,""height"":21}","{}"
41.jpg,129186,"{}",6,3,"{""name"":""rect"",""x"":280,""y"":656,""width"":43,""height"":16}","{}"
41.jpg,129186,"{}",6,4,"{""name"":""rect"",""x"":493,""y"":621,""width"":142,""height"":19}","{}"
